"bundleID","starter","main_dish","salad_soup","side","dessert","ratings"
142,"Crabcakes and Shrimp","BBQ Ribs","Beef Stew","Mashed Potato","Apple Pie A La Mode",2.14
143,"Crabcakes and Shrimp","BBQ Ribs","Beef Stew","French Fry Basket","Smores",6
144,"Crabcakes and Shrimp","BBQ Ribs","Beef Stew","French Fry Basket","Apple Pie A La Mode",4.09
148,"Crabcakes and Shrimp","Grilled Sausages","Winter Salad","Mashed Potato","Apple Pie A La Mode",4.55
150,"Crabcakes and Shrimp","Grilled Sausages","Winter Salad","French Fry Basket","Apple Pie A La Mode",4.5
154,"Crabcakes and Shrimp","Grilled Sausages","Potato Salad","Mashed Potato","Apple Pie A La Mode",2.41
156,"Crabcakes and Shrimp","Grilled Sausages","Potato Salad","French Fry Basket","Apple Pie A La Mode",5.36
166,"Crabcakes and Shrimp","Grilled Sausages","Beef Stew","Mashed Potato","Apple Pie A La Mode",7.41
168,"Crabcakes and Shrimp","Grilled Sausages","Beef Stew","French Fry Basket","Apple Pie A La Mode",3.36
169,"Crabcakes and Shrimp","Smoked Turkey Legs","Winter Salad","Mac and Cheese","Smores",5.14
170,"Crabcakes and Shrimp","Smoked Turkey Legs","Winter Salad","Mac and Cheese","Apple Pie A La Mode",2.23
171,"Crabcakes and Shrimp","Smoked Turkey Legs","Winter Salad","Mashed Potato","Smores",2.19
172,"Crabcakes and Shrimp","Smoked Turkey Legs","Winter Salad","Mashed Potato","Apple Pie A La Mode",1.53
173,"Crabcakes and Shrimp","Smoked Turkey Legs","Winter Salad","French Fry Basket","Smores",4.14
174,"Crabcakes and Shrimp","Smoked Turkey Legs","Winter Salad","French Fry Basket","Apple Pie A La Mode",1.23
175,"Crabcakes and Shrimp","Smoked Turkey Legs","Potato Salad","Mac and Cheese","Smores",9
176,"Crabcakes and Shrimp","Smoked Turkey Legs","Potato Salad","Mac and Cheese","Apple Pie A La Mode",4.09
177,"Crabcakes and Shrimp","Smoked Turkey Legs","Potato Salad","Mashed Potato","Smores",3.05
178,"Crabcakes and Shrimp","Smoked Turkey Legs","Potato Salad","Mashed Potato","Apple Pie A La Mode",5.14
179,"Crabcakes and Shrimp","Smoked Turkey Legs","Potato Salad","French Fry Basket","Smores",1.125
180,"Crabcakes and Shrimp","Smoked Turkey Legs","Potato Salad","French Fry Basket","Apple Pie A La Mode",6.09
181,"Crabcakes and Shrimp","Smoked Turkey Legs","Chili","Mac and Cheese","Smores",4.58
182,"Crabcakes and Shrimp","Smoked Turkey Legs","Chili","Mac and Cheese","Apple Pie A La Mode",5.67
183,"Crabcakes and Shrimp","Smoked Turkey Legs","Chili","Mashed Potato","Smores",7.63
184,"Crabcakes and Shrimp","Smoked Turkey Legs","Chili","Mashed Potato","Apple Pie A La Mode",4.72
185,"Crabcakes and Shrimp","Smoked Turkey Legs","Chili","French Fry Basket","Smores",8.58
186,"Crabcakes and Shrimp","Smoked Turkey Legs","Chili","French Fry Basket","Apple Pie A La Mode",6.67
187,"Crabcakes and Shrimp","Smoked Turkey Legs","Beef Stew","Mac and Cheese","Smores",4
188,"Crabcakes and Shrimp","Smoked Turkey Legs","Beef Stew","Mac and Cheese","Apple Pie A La Mode",1.09
189,"Crabcakes and Shrimp","Smoked Turkey Legs","Beef Stew","Mashed Potato","Smores",4.05
190,"Crabcakes and Shrimp","Smoked Turkey Legs","Beef Stew","Mashed Potato","Apple Pie A La Mode",5.14
191,"Crabcakes and Shrimp","Smoked Turkey Legs","Beef Stew","French Fry Basket","Smores",4
192,"Crabcakes and Shrimp","Smoked Turkey Legs","Beef Stew","French Fry Basket","Apple Pie A La Mode",6.09
193,"Crabcakes and Shrimp","Grilled Salmon","Winter Salad","Mac and Cheese","Smores",2.76
194,"Crabcakes and Shrimp","Grilled Salmon","Winter Salad","Mac and Cheese","Apple Pie A La Mode",5.85
195,"Crabcakes and Shrimp","Grilled Salmon","Winter Salad","Mashed Potato","Smores",4.81
196,"Crabcakes and Shrimp","Grilled Salmon","Winter Salad","Mashed Potato","Apple Pie A La Mode",2.9
197,"Crabcakes and Shrimp","Grilled Salmon","Winter Salad","French Fry Basket","Smores",4.76
198,"Crabcakes and Shrimp","Grilled Salmon","Winter Salad","French Fry Basket","Apple Pie A La Mode",2.85
199,"Crabcakes and Shrimp","Grilled Salmon","Potato Salad","Mac and Cheese","Smores",7.62
200,"Crabcakes and Shrimp","Grilled Salmon","Potato Salad","Mac and Cheese","Apple Pie A La Mode",3.71
201,"Crabcakes and Shrimp","Grilled Salmon","Potato Salad","Mashed Potato","Smores",4.67
202,"Crabcakes and Shrimp","Grilled Salmon","Potato Salad","Mashed Potato","Apple Pie A La Mode",2.76
203,"Crabcakes and Shrimp","Grilled Salmon","Potato Salad","French Fry Basket","Smores",4.62
204,"Crabcakes and Shrimp","Grilled Salmon","Potato Salad","French Fry Basket","Apple Pie A La Mode",4.71
205,"Crabcakes and Shrimp","Grilled Salmon","Chili","Mac and Cheese","Smores",5.2
206,"Crabcakes and Shrimp","Grilled Salmon","Chili","Mac and Cheese","Apple Pie A La Mode",8.29
207,"Crabcakes and Shrimp","Grilled Salmon","Chili","Mashed Potato","Smores",2.25
208,"Crabcakes and Shrimp","Grilled Salmon","Chili","Mashed Potato","Apple Pie A La Mode",1.34
209,"Crabcakes and Shrimp","Grilled Salmon","Chili","French Fry Basket","Smores",8.2
210,"Crabcakes and Shrimp","Grilled Salmon","Chili","French Fry Basket","Apple Pie A La Mode",9.29
211,"Crabcakes and Shrimp","Grilled Salmon","Beef Stew","Mac and Cheese","Smores",7.62
212,"Crabcakes and Shrimp","Grilled Salmon","Beef Stew","Mac and Cheese","Apple Pie A La Mode",4.71
213,"Crabcakes and Shrimp","Grilled Salmon","Beef Stew","Mashed Potato","Smores",1.67
214,"Crabcakes and Shrimp","Grilled Salmon","Beef Stew","Mashed Potato","Apple Pie A La Mode",3.76
215,"Crabcakes and Shrimp","Grilled Salmon","Beef Stew","French Fry Basket","Smores",5.62
216,"Crabcakes and Shrimp","Grilled Salmon","Beef Stew","French Fry Basket","Apple Pie A La Mode",5.71
217,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Winter Salad","Mac and Cheese","Smores",4.43
218,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Winter Salad","Mac and Cheese","Apple Pie A La Mode",1.52
219,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Winter Salad","Mashed Potato","Smores",1.48
220,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Winter Salad","Mashed Potato","Apple Pie A La Mode",1.695
221,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Winter Salad","French Fry Basket","Smores",1.43
222,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Winter Salad","French Fry Basket","Apple Pie A La Mode",4.52
223,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Potato Salad","Mac and Cheese","Smores",4.29
224,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Potato Salad","Mac and Cheese","Apple Pie A La Mode",3.38
225,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Potato Salad","Mashed Potato","Smores",1.34
226,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Potato Salad","Mashed Potato","Apple Pie A La Mode",5.43
227,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Potato Salad","French Fry Basket","Smores",3.29
228,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Potato Salad","French Fry Basket","Apple Pie A La Mode",2.38
229,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Chili","Mac and Cheese","Smores",5.87
230,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Chili","Mac and Cheese","Apple Pie A La Mode",4.96
231,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Chili","Mashed Potato","Smores",3.92
232,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Chili","Mashed Potato","Apple Pie A La Mode",5.01
233,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Chili","French Fry Basket","Smores",5.87
234,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Chili","French Fry Basket","Apple Pie A La Mode",5.96
235,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Beef Stew","Mac and Cheese","Smores",4.29
236,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Beef Stew","Mac and Cheese","Apple Pie A La Mode",3.38
237,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Beef Stew","Mashed Potato","Smores",4.34
238,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Beef Stew","Mashed Potato","Apple Pie A La Mode",1.555
239,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Beef Stew","French Fry Basket","Smores",4.29
240,"Crabcakes and Shrimp","Grilled Portobello Mushrooms","Beef Stew","French Fry Basket","Apple Pie A La Mode",4.38
244,"Sticky Chicken Tenders","BBQ Ribs","Winter Salad","Mashed Potato","Apple Pie A La Mode",6.43
246,"Sticky Chicken Tenders","BBQ Ribs","Winter Salad","French Fry Basket","Apple Pie A La Mode",5.38
250,"Sticky Chicken Tenders","BBQ Ribs","Potato Salad","Mashed Potato","Apple Pie A La Mode",6.29
252,"Sticky Chicken Tenders","BBQ Ribs","Potato Salad","French Fry Basket","Apple Pie A La Mode",5.24
262,"Sticky Chicken Tenders","BBQ Ribs","Beef Stew","Mashed Potato","Apple Pie A La Mode",7.29
264,"Sticky Chicken Tenders","BBQ Ribs","Beef Stew","French Fry Basket","Apple Pie A La Mode",5.24
268,"Sticky Chicken Tenders","Grilled Sausages","Winter Salad","Mashed Potato","Apple Pie A La Mode",7.7
270,"Sticky Chicken Tenders","Grilled Sausages","Winter Salad","French Fry Basket","Apple Pie A La Mode",7.65
274,"Sticky Chicken Tenders","Grilled Sausages","Potato Salad","Mashed Potato","Apple Pie A La Mode",5.56
276,"Sticky Chicken Tenders","Grilled Sausages","Potato Salad","French Fry Basket","Apple Pie A La Mode",4.51
286,"Sticky Chicken Tenders","Grilled Sausages","Beef Stew","Mashed Potato","Apple Pie A La Mode",5.56
288,"Sticky Chicken Tenders","Grilled Sausages","Beef Stew","French Fry Basket","Apple Pie A La Mode",9.19625
292,"Sticky Chicken Tenders","Smoked Turkey Legs","Winter Salad","Mashed Potato","Apple Pie A La Mode",2.43
294,"Sticky Chicken Tenders","Smoked Turkey Legs","Winter Salad","French Fry Basket","Apple Pie A La Mode",5.38
298,"Sticky Chicken Tenders","Smoked Turkey Legs","Potato Salad","Mashed Potato","Apple Pie A La Mode",2.29
300,"Sticky Chicken Tenders","Smoked Turkey Legs","Potato Salad","French Fry Basket","Apple Pie A La Mode",5.24
310,"Sticky Chicken Tenders","Smoked Turkey Legs","Beef Stew","Mashed Potato","Apple Pie A La Mode",6.29
312,"Sticky Chicken Tenders","Smoked Turkey Legs","Beef Stew","French Fry Basket","Apple Pie A La Mode",3.24
316,"Sticky Chicken Tenders","Grilled Salmon","Winter Salad","Mashed Potato","Apple Pie A La Mode",6.05
318,"Sticky Chicken Tenders","Grilled Salmon","Winter Salad","French Fry Basket","Apple Pie A La Mode",7
322,"Sticky Chicken Tenders","Grilled Salmon","Potato Salad","Mashed Potato","Apple Pie A La Mode",4.91
324,"Sticky Chicken Tenders","Grilled Salmon","Potato Salad","French Fry Basket","Apple Pie A La Mode",7.86
334,"Sticky Chicken Tenders","Grilled Salmon","Beef Stew","Mashed Potato","Apple Pie A La Mode",5.91
336,"Sticky Chicken Tenders","Grilled Salmon","Beef Stew","French Fry Basket","Apple Pie A La Mode",3.86
340,"Sticky Chicken Tenders","Grilled Portobello Mushrooms","Winter Salad","Mashed Potato","Apple Pie A La Mode",2.72
342,"Sticky Chicken Tenders","Grilled Portobello Mushrooms","Winter Salad","French Fry Basket","Apple Pie A La Mode",3.67
346,"Sticky Chicken Tenders","Grilled Portobello Mushrooms","Potato Salad","Mashed Potato","Apple Pie A La Mode",1.58
348,"Sticky Chicken Tenders","Grilled Portobello Mushrooms","Potato Salad","French Fry Basket","Apple Pie A La Mode",2.53
358,"Sticky Chicken Tenders","Grilled Portobello Mushrooms","Beef Stew","Mashed Potato","Apple Pie A La Mode",3.58
360,"Sticky Chicken Tenders","Grilled Portobello Mushrooms","Beef Stew","French Fry Basket","Apple Pie A La Mode",2.53
361,"Jumbo Shrimp Cocktail","BBQ Ribs","Winter Salad","Mac and Cheese","Smores",2.72
362,"Jumbo Shrimp Cocktail","BBQ Ribs","Winter Salad","Mac and Cheese","Apple Pie A La Mode",1.81
363,"Jumbo Shrimp Cocktail","BBQ Ribs","Winter Salad","Mashed Potato","Smores",1.77
364,"Jumbo Shrimp Cocktail","BBQ Ribs","Winter Salad","Mashed Potato","Apple Pie A La Mode",2.86
365,"Jumbo Shrimp Cocktail","BBQ Ribs","Winter Salad","French Fry Basket","Smores",2.72
366,"Jumbo Shrimp Cocktail","BBQ Ribs","Winter Salad","French Fry Basket","Apple Pie A La Mode",4.81
367,"Jumbo Shrimp Cocktail","BBQ Ribs","Potato Salad","Mac and Cheese","Smores",2.58
368,"Jumbo Shrimp Cocktail","BBQ Ribs","Potato Salad","Mac and Cheese","Apple Pie A La Mode",5.67
369,"Jumbo Shrimp Cocktail","BBQ Ribs","Potato Salad","Mashed Potato","Smores",3.63
370,"Jumbo Shrimp Cocktail","BBQ Ribs","Potato Salad","Mashed Potato","Apple Pie A La Mode",3.72
371,"Jumbo Shrimp Cocktail","BBQ Ribs","Potato Salad","French Fry Basket","Smores",5.58
372,"Jumbo Shrimp Cocktail","BBQ Ribs","Potato Salad","French Fry Basket","Apple Pie A La Mode",4.67
373,"Jumbo Shrimp Cocktail","BBQ Ribs","Chili","Mac and Cheese","Smores",7.16
374,"Jumbo Shrimp Cocktail","BBQ Ribs","Chili","Mac and Cheese","Apple Pie A La Mode",6.25
375,"Jumbo Shrimp Cocktail","BBQ Ribs","Chili","Mashed Potato","Smores",5.21
376,"Jumbo Shrimp Cocktail","BBQ Ribs","Chili","Mashed Potato","Apple Pie A La Mode",5.3
377,"Jumbo Shrimp Cocktail","BBQ Ribs","Chili","French Fry Basket","Smores",8.16
378,"Jumbo Shrimp Cocktail","BBQ Ribs","Chili","French Fry Basket","Apple Pie A La Mode",7.25
379,"Jumbo Shrimp Cocktail","BBQ Ribs","Beef Stew","Mac and Cheese","Smores",4.58
380,"Jumbo Shrimp Cocktail","BBQ Ribs","Beef Stew","Mac and Cheese","Apple Pie A La Mode",7.67
381,"Jumbo Shrimp Cocktail","BBQ Ribs","Beef Stew","Mashed Potato","Smores",6.63
382,"Jumbo Shrimp Cocktail","BBQ Ribs","Beef Stew","Mashed Potato","Apple Pie A La Mode",4.72
383,"Jumbo Shrimp Cocktail","BBQ Ribs","Beef Stew","French Fry Basket","Smores",7.58
384,"Jumbo Shrimp Cocktail","BBQ Ribs","Beef Stew","French Fry Basket","Apple Pie A La Mode",4.67
388,"Jumbo Shrimp Cocktail","Grilled Sausages","Winter Salad","Mashed Potato","Apple Pie A La Mode",1.255
390,"Jumbo Shrimp Cocktail","Grilled Sausages","Winter Salad","French Fry Basket","Apple Pie A La Mode",5.08
394,"Jumbo Shrimp Cocktail","Grilled Sausages","Potato Salad","Mashed Potato","Apple Pie A La Mode",4.99
396,"Jumbo Shrimp Cocktail","Grilled Sausages","Potato Salad","French Fry Basket","Apple Pie A La Mode",4.94
406,"Jumbo Shrimp Cocktail","Grilled Sausages","Beef Stew","Mashed Potato","Apple Pie A La Mode",5.99
408,"Jumbo Shrimp Cocktail","Grilled Sausages","Beef Stew","French Fry Basket","Apple Pie A La Mode",5.94
409,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Winter Salad","Mac and Cheese","Smores",6.72
410,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Winter Salad","Mac and Cheese","Apple Pie A La Mode",4.81
411,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Winter Salad","Mashed Potato","Smores",1.77
412,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Winter Salad","Mashed Potato","Apple Pie A La Mode",1.86
413,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Winter Salad","French Fry Basket","Smores",2.72
414,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Winter Salad","French Fry Basket","Apple Pie A La Mode",1.81
415,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Potato Salad","Mac and Cheese","Smores",9.58
416,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Potato Salad","Mac and Cheese","Apple Pie A La Mode",5.67
417,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Potato Salad","Mashed Potato","Smores",9.63
418,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Potato Salad","Mashed Potato","Apple Pie A La Mode",1.845
419,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Potato Salad","French Fry Basket","Smores",9.58
420,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Potato Salad","French Fry Basket","Apple Pie A La Mode",4.67
421,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Chili","Mac and Cheese","Smores",7.16
422,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Chili","Mac and Cheese","Apple Pie A La Mode",7.25
423,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Chili","Mashed Potato","Smores",6.21
424,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Chili","Mashed Potato","Apple Pie A La Mode",6.3
425,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Chili","French Fry Basket","Smores",6.16
426,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Chili","French Fry Basket","Apple Pie A La Mode",4.25
427,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Beef Stew","Mac and Cheese","Smores",5.58
428,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Beef Stew","Mac and Cheese","Apple Pie A La Mode",2.67
429,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Beef Stew","Mashed Potato","Smores",1.63
430,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Beef Stew","Mashed Potato","Apple Pie A La Mode",6.72
431,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Beef Stew","French Fry Basket","Smores",2.58
432,"Jumbo Shrimp Cocktail","Smoked Turkey Legs","Beef Stew","French Fry Basket","Apple Pie A La Mode",9.67
433,"Jumbo Shrimp Cocktail","Grilled Salmon","Winter Salad","Mac and Cheese","Smores",4.34
434,"Jumbo Shrimp Cocktail","Grilled Salmon","Winter Salad","Mac and Cheese","Apple Pie A La Mode",5.43
435,"Jumbo Shrimp Cocktail","Grilled Salmon","Winter Salad","Mashed Potato","Smores",6.39
436,"Jumbo Shrimp Cocktail","Grilled Salmon","Winter Salad","Mashed Potato","Apple Pie A La Mode",3.48
437,"Jumbo Shrimp Cocktail","Grilled Salmon","Winter Salad","French Fry Basket","Smores",4.34
438,"Jumbo Shrimp Cocktail","Grilled Salmon","Winter Salad","French Fry Basket","Apple Pie A La Mode",1.43
439,"Jumbo Shrimp Cocktail","Grilled Salmon","Potato Salad","Mac and Cheese","Smores",5.2
440,"Jumbo Shrimp Cocktail","Grilled Salmon","Potato Salad","Mac and Cheese","Apple Pie A La Mode",2.29
441,"Jumbo Shrimp Cocktail","Grilled Salmon","Potato Salad","Mashed Potato","Smores",4.25
442,"Jumbo Shrimp Cocktail","Grilled Salmon","Potato Salad","Mashed Potato","Apple Pie A La Mode",3.34
443,"Jumbo Shrimp Cocktail","Grilled Salmon","Potato Salad","French Fry Basket","Smores",6.2
444,"Jumbo Shrimp Cocktail","Grilled Salmon","Potato Salad","French Fry Basket","Apple Pie A La Mode",5.29
445,"Jumbo Shrimp Cocktail","Grilled Salmon","Chili","Mac and Cheese","Smores",3.78
446,"Jumbo Shrimp Cocktail","Grilled Salmon","Chili","Mac and Cheese","Apple Pie A La Mode",4.87
447,"Jumbo Shrimp Cocktail","Grilled Salmon","Chili","Mashed Potato","Smores",4.83
448,"Jumbo Shrimp Cocktail","Grilled Salmon","Chili","Mashed Potato","Apple Pie A La Mode",6.92
449,"Jumbo Shrimp Cocktail","Grilled Salmon","Chili","French Fry Basket","Smores",7.78
450,"Jumbo Shrimp Cocktail","Grilled Salmon","Chili","French Fry Basket","Apple Pie A La Mode",5.87
451,"Jumbo Shrimp Cocktail","Grilled Salmon","Beef Stew","Mac and Cheese","Smores",2.2
452,"Jumbo Shrimp Cocktail","Grilled Salmon","Beef Stew","Mac and Cheese","Apple Pie A La Mode",5.29
453,"Jumbo Shrimp Cocktail","Grilled Salmon","Beef Stew","Mashed Potato","Smores",5.25
454,"Jumbo Shrimp Cocktail","Grilled Salmon","Beef Stew","Mashed Potato","Apple Pie A La Mode",5.34
455,"Jumbo Shrimp Cocktail","Grilled Salmon","Beef Stew","French Fry Basket","Smores",7.2
456,"Jumbo Shrimp Cocktail","Grilled Salmon","Beef Stew","French Fry Basket","Apple Pie A La Mode",4.29
457,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Winter Salad","Mac and Cheese","Smores",3.01
458,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Winter Salad","Mac and Cheese","Apple Pie A La Mode",1.1
459,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Winter Salad","Mashed Potato","Smores",3.06
460,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Winter Salad","Mashed Potato","Apple Pie A La Mode",1.4
461,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Winter Salad","French Fry Basket","Smores",3.01
462,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Winter Salad","French Fry Basket","Apple Pie A La Mode",4.1
463,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Potato Salad","Mac and Cheese","Smores",2.87
464,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Potato Salad","Mac and Cheese","Apple Pie A La Mode",1.96
465,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Potato Salad","Mashed Potato","Smores",1.92
466,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Potato Salad","Mashed Potato","Apple Pie A La Mode",1.01
467,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Potato Salad","French Fry Basket","Smores",1.995
468,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Potato Salad","French Fry Basket","Apple Pie A La Mode",1.96
469,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Chili","Mac and Cheese","Smores",6.45
470,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Chili","Mac and Cheese","Apple Pie A La Mode",6.54
471,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Chili","Mashed Potato","Smores",3.5
472,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Chili","Mashed Potato","Apple Pie A La Mode",6.59
473,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Chili","French Fry Basket","Smores",8.45
474,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Chili","French Fry Basket","Apple Pie A La Mode",1.665
475,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Beef Stew","Mac and Cheese","Smores",2.12
476,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Beef Stew","Mac and Cheese","Apple Pie A La Mode",2.96
477,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Beef Stew","Mashed Potato","Smores",2.92
478,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Beef Stew","Mashed Potato","Apple Pie A La Mode",1.135
479,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Beef Stew","French Fry Basket","Smores",3.87
480,"Jumbo Shrimp Cocktail","Grilled Portobello Mushrooms","Beef Stew","French Fry Basket","Apple Pie A La Mode",1.21
