"visitorID","age","gender","prev_wincarn","homestate","phys_level","travel_dist","occupation","companion_type","ski_snowboard","social_media","preference"
1171,61,"Male",4,"New Hampshire","Sedentary",1.93738168859577,"white collar","solo",0,0.93,"Indoor"
1260,63,"Male",4,"New Hampshire","Sedentary",45.4456459485813,"white collar","solo",0,0.48,"Indoor"
1502,20,"Male",6,"Ontario","Sedentary",4.6722777467221,"white collar","solo",0,0.22,"Indoor"
1544,78,"Male",2,"Maine","Sedentary",4.00217522867024,"white collar","solo",0,0.99,"Indoor"
1569,32,"Male",2,"New Jersey","Sedentary",34.739535449255,"gig worker","solo",0,0.26,"Indoor"
1592,81,"Male",1,"Massachusetts","Sedentary",2.38817238133531,"white collar","solo",0,0.01,"Indoor"
2000,24,"Male",6,"Maine","Sedentary",48.6079603035874,"white collar","solo",0,0.86,"Outdoor"
2024,33,"Male",4,"Massachusetts","Sedentary",0.953606413677335,"white collar","solo",0,0.27,"Indoor"
2174,75,"Male",4,"Vermont","Sedentary",8.52694175206125,"retired","solo",0,0.74,"Indoor"
2235,74,"Male",0,"Connecticut","Sedentary",0.559549663853418,"blue collar","solo",0,0.81,"Indoor"
2301,27,"Male",2,"Maine","Sedentary",10.0762324221432,"white collar","solo",0,0.48,"Indoor"
2351,19,"Male",3,"Ontario","Sedentary",17.8940245128217,"blue collar","solo",0,0.82,"Indoor"
109,52,"Male",0,"New York","Sedentary",1.69543895162785,"white collar","friends",0,0.47,"Outdoor"
377,34,"Male",2,"New York","Sedentary",112.377587874036,"blue collar","friends",0,0.72,"Indoor"
484,19,"Male",2,"New York","Sedentary",2.82812889618802,"white collar","friends",0,0.22,"Indoor"
2226,81,"Male",3,"New York","Sedentary",8.75569327125645,"blue collar","friends",0,0.85,"Indoor"
128,22,"Male",2,"Vermont","Sedentary",2.96987642534077,"student","friends",0,0.03,"Outdoor"
527,23,"Male",2,"Ontario","Sedentary",2.63273512013257,"student","friends",0,0.22,"Outdoor"
601,21,"Male",1,"New Hampshire","Sedentary",1.47893163375556,"student","friends",0,0.73,"Indoor"
782,25,"Male",2,"New Hampshire","Sedentary",43.6188826936659,"student","friends",0,0.19,"Indoor"
876,23,"Male",2,"Maine","Sedentary",23.0882123476806,"student","friends",0,0.46,"Indoor"
984,23,"Male",2,"Ontario","Sedentary",26.2420495591106,"student","friends",0,0.93,"Outdoor"
1165,26,"Male",3,"Ontario","Sedentary",23.9508636846187,"student","friends",0,0.68,"Indoor"
1193,25,"Male",1,"Massachusetts","Sedentary",13.7527576833963,"student","friends",0,0.63,"Indoor"
1221,26,"Male",3,"Maine","Sedentary",22.0028546630385,"student","friends",0,0.91,"Outdoor"
1653,26,"Male",0,"Maine","Sedentary",10.7596071995795,"student","friends",0,0.19,"Indoor"
1689,23,"Male",1,"New Hampshire","Sedentary",16.7775054977615,"student","friends",0,0.07,"Indoor"
1981,26,"Male",3,"Massachusetts","Sedentary",0.746301021426916,"student","friends",0,0.73,"Outdoor"
2282,24,"Male",3,"Massachusetts","Sedentary",17.1315889344956,"student","friends",0,0.11,"Indoor"
71,48,"Male",3,"Maine","Sedentary",3.38751437142491,"white collar","friends",0,0.95,"Indoor"
99,49,"Male",1,"Ontario","Sedentary",11.7870479542762,"white collar","friends",0,0.9,"Indoor"
121,52,"Male",3,"Connecticut","Sedentary",5.56733451783657,"white collar","friends",0,0.96,"Indoor"
241,75,"Male",0,"Connecticut","Sedentary",2.62929574586451,"white collar","friends",0,0.38,"Indoor"
244,84,"Male",2,"New Hampshire","Sedentary",3.97850864988496,"white collar","friends",0,0.25,"Indoor"
265,80,"Male",4,"Maine","Sedentary",25.1223177454414,"gig worker","friends",0,0.83,"Indoor"
318,47,"Male",1,"New Hampshire","Sedentary",20.5816312312129,"blue collar","friends",0,0.61,"Indoor"
349,83,"Male",2,"Connecticut","Sedentary",0.176410941560498,"gig worker","friends",0,0.92,"Indoor"
408,63,"Male",3,"New Jersey","Sedentary",48.3064582791176,"white collar","friends",0,0.22,"Indoor"
502,31,"Male",0,"Maine","Sedentary",43.7673930426068,"retired","friends",0,0.68,"Indoor"
556,82,"Male",4,"New Jersey","Sedentary",50.6815275152154,"white collar","friends",0,0.77,"Outdoor"
587,57,"Male",4,"New Hampshire","Sedentary",5.65221075033367,"blue collar","friends",0,0.35,"Indoor"
641,57,"Male",5,"Maine","Sedentary",4.69496347941458,"retired","friends",0,0.72,"Indoor"
653,55,"Male",2,"New Hampshire","Sedentary",6.51730052669896,"white collar","friends",0,0.62,"Indoor"
773,32,"Male",3,"Maine","Sedentary",11.4980838981994,"gig worker","friends",0,0.85,"Indoor"
776,42,"Male",1,"Maine","Sedentary",13.1174577586353,"blue collar","friends",0,0.86,"Outdoor"
836,70,"Male",2,"Maine","Sedentary",0.906943261076962,"white collar","friends",0,0.82,"Indoor"
845,57,"Male",2,"Maine","Sedentary",1.43838498754007,"white collar","friends",0,0.99,"Indoor"
897,70,"Male",3,"Maine","Sedentary",24.2688949211481,"blue collar","friends",0,0.39,"Indoor"
916,66,"Male",2,"Maine","Sedentary",45.1268842418618,"retired","friends",0,0.87,"Outdoor"
1017,78,"Male",4,"Maine","Sedentary",0.773875638202731,"gig worker","friends",0,0.13,"Indoor"
1074,79,"Male",4,"Massachusetts","Sedentary",10.9197613783181,"blue collar","friends",0,0.93,"Indoor"
1135,83,"Male",2,"Maine","Sedentary",31.4475930092816,"white collar","friends",0,0.44,"Outdoor"
1205,39,"Male",3,"Massachusetts","Sedentary",10.6477628235109,"blue collar","friends",0,0.27,"Indoor"
1218,34,"Male",2,"Connecticut","Sedentary",27.7380769321375,"white collar","friends",0,0.97,"Indoor"
1229,73,"Male",0,"New Hampshire","Sedentary",17.5729373461547,"white collar","friends",0,0.81,"Indoor"
1240,47,"Male",0,"Maine","Sedentary",71.1938578965974,"white collar","friends",0,0.64,"Outdoor"
1289,52,"Male",0,"Rhode Island","Sedentary",2.44507723487914,"white collar","friends",0,0.14,"Outdoor"
1313,49,"Male",8,"Maine","Sedentary",33.7057739851956,"white collar","friends",0,0.16,"Indoor"
1337,69,"Male",3,"New Hampshire","Sedentary",3.52066084850496,"blue collar","friends",0,0.72,"Outdoor"
1451,25,"Male",4,"Maine","Sedentary",12.0278701931238,"white collar","friends",0,0.12,"Outdoor"
1530,70,"Male",6,"Massachusetts","Sedentary",7.66557219438255,"blue collar","friends",0,0.01,"Indoor"
1555,34,"Male",3,"Massachusetts","Sedentary",122.021510296299,"blue collar","friends",0,0.07,"Indoor"
1578,63,"Male",2,"Ontario","Sedentary",20.8413599423113,"gig worker","friends",0,0.55,"Indoor"
1584,40,"Male",1,"New Hampshire","Sedentary",8.39155926369131,"gig worker","friends",0,0.8,"Indoor"
1630,30,"Male",0,"New Jersey","Sedentary",35.5347641168122,"white collar","friends",0,0.36,"Indoor"
1686,20,"Male",1,"Maine","Sedentary",2.05701605416834,"white collar","friends",0,0.39,"Indoor"
1691,73,"Male",3,"Maine","Sedentary",29.4928634894972,"white collar","friends",0,0.12,"Indoor"
1708,40,"Male",1,"Maine","Sedentary",5.05519593134522,"white collar","friends",0,0.27,"Indoor"
1720,69,"Male",2,"Maine","Sedentary",12.7025829204352,"white collar","friends",0,0.65,"Indoor"
1726,82,"Male",3,"Rhode Island","Sedentary",27.723038009459,"white collar","friends",0,0.47,"Indoor"
1756,22,"Male",1,"Maine","Sedentary",166.578340155934,"blue collar","friends",0,0.28,"Indoor"
1806,79,"Male",4,"Massachusetts","Sedentary",29.9842848794818,"white collar","friends",0,0.62,"Indoor"
1854,46,"Male",1,"Maine","Sedentary",11.0969978291541,"white collar","friends",0,0.11,"Indoor"
1868,21,"Male",0,"Maine","Sedentary",3.24093789793551,"retired","friends",0,0.32,"Outdoor"
1874,35,"Male",3,"Ontario","Sedentary",28.6593684164767,"retired","friends",0,0.57,"Indoor"
2002,58,"Male",2,"New Hampshire","Sedentary",15.0319889971301,"white collar","friends",0,0.47,"Outdoor"
2072,49,"Male",3,"Massachusetts","Sedentary",5.11026833206415,"blue collar","friends",0,1,"Indoor"
2106,27,"Male",1,"Rhode Island","Sedentary",22.8300035922768,"white collar","friends",0,0.69,"Indoor"
2200,82,"Male",4,"New Jersey","Sedentary",16.3559705569389,"white collar","friends",0,0.52,"Indoor"
2298,49,"Male",4,"Ontario","Sedentary",21.1209721296074,"white collar","friends",0,0.41,"Outdoor"
2365,67,"Male",2,"Massachusetts","Sedentary",8.98821978948584,"blue collar","friends",0,0.16,"Indoor"
1172,26,"Female",1,"New York","Sedentary",18.4446724761383,"student","fam_children",0,0.05,"Indoor"
239,75,"Female",3,"New York","Sedentary",2.40324939787119,"white collar","fam_children",0,0,"Outdoor"
280,23,"Female",0,"New York","Sedentary",2.45432924479246,"white collar","fam_children",0,0.51,"Indoor"
611,79,"Female",2,"New York","Sedentary",2.16336752662268,"white collar","fam_children",0,0.57,"Indoor"
781,82,"Female",3,"New York","Sedentary",3.65918515250087,"blue collar","fam_children",0,0.11,"Outdoor"
1526,52,"Female",3,"New York","Sedentary",7.45260147377849,"white collar","fam_children",0,0.4,"Indoor"
1852,79,"Female",1,"New York","Sedentary",6.84349947773798,"white collar","fam_children",0,0.68,"Indoor"
1866,51,"Female",1,"New York","Sedentary",38.3650068549399,"white collar","fam_children",0,0.28,"Indoor"
2112,26,"Female",4,"New York","Sedentary",8.9274959359318,"retired","fam_children",0,0.6,"Indoor"
2234,77,"Female",2,"New York","Sedentary",3.11341327615082,"white collar","fam_children",0,0.91,"Indoor"
283,25,"Female",1,"Maine","Sedentary",19.6632122240009,"student","fam_children",0,0.3,"Outdoor"
406,24,"Female",3,"Massachusetts","Sedentary",2.92967373505235,"student","fam_children",0,0.72,"Outdoor"
457,24,"Female",2,"Maine","Sedentary",0.170114152133465,"student","fam_children",0,0.6,"Outdoor"
963,23,"Female",3,"Maine","Sedentary",55.7512886142187,"student","fam_children",0,0.2,"Indoor"
979,25,"Female",3,"Maine","Sedentary",23.1270113020184,"student","fam_children",0,0.26,"Indoor"
1136,27,"Female",2,"Maine","Sedentary",27.0315109184923,"student","fam_children",0,0.59,"Outdoor"
1137,25,"Female",1,"Ontario","Sedentary",38.3113936807139,"student","fam_children",0,0.55,"Indoor"
1144,22,"Female",2,"New Hampshire","Sedentary",29.6542191116099,"student","fam_children",0,0.64,"Indoor"
1197,23,"Female",3,"New Jersey","Sedentary",116.157686405613,"student","fam_children",0,0.48,"Indoor"
1258,24,"Female",1,"Maine","Sedentary",11.3461094442755,"student","fam_children",0,0.47,"Indoor"
1590,24,"Female",1,"Maine","Sedentary",7.26746243424714,"student","fam_children",0,0.52,"Indoor"
1591,24,"Female",2,"Maine","Sedentary",0.0948817167560955,"student","fam_children",0,0.53,"Indoor"
2005,26,"Female",1,"Maine","Sedentary",6.38132277706166,"student","fam_children",0,0.77,"Indoor"
2012,25,"Female",2,"New Hampshire","Sedentary",14.7705616235136,"student","fam_children",0,0.33,"Indoor"
2195,24,"Female",2,"Maine","Sedentary",156.760224876997,"student","fam_children",0,0.8,"Indoor"
2215,26,"Female",2,"Maine","Sedentary",28.2830372876575,"student","fam_children",0,0.84,"Indoor"
2237,24,"Female",1,"New Hampshire","Sedentary",4.22084941528738,"student","fam_children",0,0.55,"Outdoor"
2359,26,"Female",2,"New Hampshire","Sedentary",0.119016397739447,"student","fam_children",0,0.81,"Indoor"
44,79,"Female",2,"Maine","Sedentary",27.220912966037,"white collar","fam_children",0,0.55,"Outdoor"
53,36,"Female",1,"Maine","Sedentary",6.12744414247572,"blue collar","fam_children",0,0.09,"Indoor"
59,75,"Female",4,"Massachusetts","Sedentary",4.74862960952166,"white collar","fam_children",0,0.64,"Indoor"
60,33,"Female",2,"Maine","Sedentary",19.0678355834427,"NaN","fam_children",0,0.28,"Outdoor"
88,56,"Female",2,"Maine","Sedentary",2.02323858626187,"white collar","fam_children",0,0.46,"Outdoor"
155,23,"Female",1,"Maine","Sedentary",13.1779040303081,"white collar","fam_children",0,0.08,"Outdoor"
159,54,"Female",4,"New Hampshire","Sedentary",11.2491095159203,"blue collar","fam_children",0,0.36,"Outdoor"
196,40,"Female",6,"Ontario","Sedentary",5.66485262464429,"white collar","fam_children",0,0.48,"Outdoor"
199,63,"Female",1,"Maine","Sedentary",11.1431840263145,"blue collar","fam_children",0,0.38,"Indoor"
404,24,"Female",2,"Maine","Sedentary",26.7157558902147,"blue collar","fam_children",0,0.88,"Indoor"
443,76,"Female",3,"Connecticut","Sedentary",32.5728272257333,"white collar","fam_children",0,0.68,"Indoor"
450,56,"Female",0,"Massachusetts","Sedentary",49.4378979106374,"white collar","fam_children",0,0.3,"Indoor"
605,34,"Female",3,"New Hampshire","Sedentary",12.4967092132741,"blue collar","fam_children",0,0.11,"Indoor"
614,48,"Female",0,"Connecticut","Sedentary",8.73180483467877,"gig worker","fam_children",0,0.34,"Indoor"
638,51,"Female",1,"Maine","Sedentary",12.0786641631275,"white collar","fam_children",0,0.81,"Outdoor"
643,60,"Female",2,"New Hampshire","Sedentary",7.92403596318112,"blue collar","fam_children",0,0.31,"Outdoor"
677,43,"Female",2,"Massachusetts","Sedentary",31.5497262014036,"white collar","fam_children",0,0.47,"Indoor"
761,73,"Female",3,"Maine","Sedentary",59.7428231335793,"white collar","fam_children",0,0.87,"Indoor"
810,52,"Female",0,"New Jersey","Sedentary",11.7056620535382,"retired","fam_children",0,0.44,"Indoor"
827,30,"Female",3,"Maine","Sedentary",2.95035674236715,"white collar","fam_children",0,0.08,"Outdoor"
891,43,"Female",2,"New Jersey","Sedentary",1.85223988257349,"gig worker","fam_children",0,0.72,"Indoor"
904,71,"Female",1,"Maine","Sedentary",17.6231180495563,"blue collar","fam_children",0,0.8,"Indoor"
917,64,"Female",2,"Maine","Sedentary",9.76456146687269,"white collar","fam_children",0,0.34,"Indoor"
976,29,"Female",0,"Vermont","Sedentary",32.07942828368,"white collar","fam_children",0,0.18,"Indoor"
1046,60,"Female",1,"Maine","Sedentary",44.1147699554391,"blue collar","fam_children",0,0.59,"Outdoor"
1093,72,"Female",2,"Ontario","Sedentary",61.4699593322552,"white collar","fam_children",0,0.7,"Outdoor"
1094,59,"Female",4,"New Hampshire","Sedentary",28.2646235368594,"white collar","fam_children",0,0.02,"Indoor"
1099,82,"Female",5,"Maine","Sedentary",12.9346553888172,"white collar","fam_children",0,0.71,"Indoor"
1169,26,"Female",2,"Massachusetts","Sedentary",10.7771744858474,"white collar","fam_children",0,0.16,"Indoor"
1245,59,"Female",1,"Rhode Island","Sedentary",6.26174632459879,"blue collar","fam_children",0,0.7,"Indoor"
1255,57,"Female",0,"Maine","Sedentary",5.80990016460419,"blue collar","fam_children",0,0.82,"Outdoor"
1267,21,"Female",3,"Connecticut","Sedentary",13.6127744242549,"white collar","fam_children",0,0.35,"Outdoor"
1301,44,"Female",1,"Vermont","Sedentary",27.1323110899868,"white collar","fam_children",0,0.93,"Indoor"
1326,67,"Female",1,"New Jersey","Sedentary",29.4311458973174,"gig worker","fam_children",0,0.98,"Indoor"
1333,61,"Female",3,"Maine","Sedentary",14.8172161533477,"NaN","fam_children",0,0.16,"Indoor"
1394,32,"Female",1,"Maine","Sedentary",28.6140380697019,"white collar","fam_children",0,0.56,"Outdoor"
1403,76,"Female",2,"Massachusetts","Sedentary",11.5292668994516,"white collar","fam_children",0,0.14,"Outdoor"
1448,27,"Female",1,"Massachusetts","Sedentary",0.662377183325454,"white collar","fam_children",0,0.68,"Indoor"
1516,80,"Female",1,"Maine","Sedentary",14.0187689281049,"blue collar","fam_children",0,0.27,"Indoor"
1574,58,"Female",1,"Massachusetts","Sedentary",0.723250255064149,"gig worker","fam_children",0,0.54,"Outdoor"
1673,70,"Female",3,"New Hampshire","Sedentary",4.02811920618077,"blue collar","fam_children",0,0.03,"Indoor"
1734,49,"Female",1,"New Jersey","Sedentary",17.1034540972652,"blue collar","fam_children",0,0.08,"Indoor"
1742,36,"Female",4,"Maine","Sedentary",23.2599092266502,"white collar","fam_children",0,0.19,"Outdoor"
1759,78,"Female",6,"New Jersey","Sedentary",40.183627566505,"white collar","fam_children",0,0.98,"Outdoor"
1767,77,"Female",0,"Massachusetts","Sedentary",3.4798159159521,"white collar","fam_children",0,0.65,"Indoor"
1798,32,"Female",0,"New Hampshire","Sedentary",0.781873278319836,"white collar","fam_children",0,0.71,"Indoor"
1898,44,"Female",1,"Maine","Sedentary",35.248306764472,"white collar","fam_children",0,0.74,"Outdoor"
1910,55,"Female",1,"New Jersey","Sedentary",18.7047781056549,"blue collar","fam_children",0,0.77,"Indoor"
1933,47,"Female",2,"Connecticut","Sedentary",1.50235355831683,"white collar","fam_children",0,0.77,"Indoor"
1997,59,"Female",1,"Massachusetts","Sedentary",0.534435119479895,"white collar","fam_children",0,0.95,"Outdoor"
2050,31,"Female",2,"Ontario","Sedentary",12.9853634908795,"blue collar","fam_children",0,0.67,"Indoor"
2055,30,"Female",1,"Massachusetts","Sedentary",16.5316129440754,"white collar","fam_children",0,0.01,"Indoor"
2109,24,"Female",5,"Vermont","Sedentary",7.40835284814239,"blue collar","fam_children",0,0.26,"Indoor"
2149,56,"Female",5,"Massachusetts","Sedentary",5.88859220650821,"white collar","fam_children",0,0.43,"Outdoor"
2207,61,"Female",2,"Connecticut","Sedentary",58.75925540588,"blue collar","fam_children",0,0.02,"Outdoor"
2238,22,"Female",1,"Maine","Sedentary",2.17542774354055,"white collar","fam_children",0,0.9,"Indoor"
2245,21,"Female",1,"Maine","Sedentary",49.1132495154567,"blue collar","fam_children",0,0.8,"Outdoor"
2341,60,"Female",2,"New Jersey","Sedentary",47.2919473718498,"white collar","fam_children",0,0.67,"Indoor"
2342,85,"Female",4,"New Jersey","Sedentary",20.7856680716229,"blue collar","fam_children",0,0.79,"Indoor"
2367,46,"Female",3,"Maine","Sedentary",3.13949376489274,"white collar","fam_children",0,0.16,"Outdoor"
2381,60,"Female",1,"Rhode Island","Sedentary",35.7444000972395,"gig worker","fam_children",0,0.67,"Indoor"
2032,71,"Female",2,"New York","Sedentary",22.8282241986976,"retired","solo",0,0.74,"Outdoor"
2051,54,"Female",1,"New York","Sedentary",4.66555383328049,"retired","solo",0,0.41,"Outdoor"
262,23,"Female",3,"Maine","Sedentary",26.779569684619,"student","solo",0,0.95,"Indoor"
710,25,"Female",2,"Maine","Sedentary",12.059981059283,"student","solo",0,0.35,"Indoor"
1142,25,"Female",3,"Maine","Sedentary",6.11798003315926,"student","solo",0,0.98,"Indoor"
1655,24,"Female",0,"Massachusetts","Sedentary",39.683688765574,"student","solo",0,0.89,"Outdoor"
2004,24,"Female",0,"Rhode Island","Sedentary",4.60920511207897,"student","solo",0,0.71,"Indoor"
22,84,"Female",2,"Ontario","Sedentary",18.2261608160081,"gig worker","solo",0,0.66,"Outdoor"
35,51,"Female",4,"Rhode Island","Sedentary",109.683826895137,"blue collar","solo",0,0.6,"Indoor"
235,73,"Female",3,"Connecticut","Sedentary",33.1208956304434,"retired","solo",0,0.4,"Indoor"
356,23,"Female",1,"Ontario","Sedentary",39.5977408794646,"gig worker","solo",0,0.68,"Indoor"
425,22,"Female",0,"Massachusetts","Sedentary",12.795132631436,"white collar","solo",0,0.25,"Indoor"
428,37,"Female",1,"Ontario","Sedentary",13.4182299673557,"white collar","solo",0,0.16,"Outdoor"
537,27,"Female",1,"Maine","Sedentary",19.062367544643,"white collar","solo",0,0.66,"Indoor"
670,81,"Female",1,"Maine","Sedentary",33.5560300313102,"white collar","solo",0,0.33,"Outdoor"
953,54,"Female",1,"Ontario","Sedentary",26.7350319019499,"white collar","solo",0,0.8,"Indoor"
1251,64,"Female",1,"Ontario","Sedentary",34.3845764776072,"retired","solo",0,0.02,"Indoor"
1305,20,"Female",4,"Massachusetts","Sedentary",37.8100220469718,"white collar","solo",0,0.93,"Indoor"
1348,31,"Female",1,"New Jersey","Sedentary",25.9822469382527,"white collar","solo",0,0.47,"Outdoor"
1504,54,"Female",2,"Maine","Sedentary",48.2196355958409,"white collar","solo",0,0.42,"Indoor"
1623,36,"Female",2,"Massachusetts","Sedentary",1.63591992110014,"blue collar","solo",0,0.79,"Indoor"
1744,21,"Female",1,"Maine","Sedentary",19.279667212719,"blue collar","solo",0,0.78,"Outdoor"
1753,40,"Female",2,"Maine","Sedentary",1.3982813746827,"white collar","solo",0,0.52,"Indoor"
2023,56,"Female",0,"Maine","Sedentary",14.4846038119441,"white collar","solo",0,0.28,"Outdoor"
2033,59,"Female",2,"New Jersey","Sedentary",0.49479085020721,"white collar","solo",0,0.36,"Indoor"
2148,32,"Female",2,"Maine","Sedentary",7.84294962882996,"retired","solo",0,0.92,"Outdoor"
2229,45,"Female",2,"Maine","Sedentary",2.60138019919395,"gig worker","solo",0,0.89,"Indoor"
814,24,"Female",2,"New York","Sedentary",6.66599846445024,"student","friends",0,0.58,"Indoor"
893,44,"Female",3,"New York","Sedentary",0.346492908947659,"gig worker","friends",0,0.53,"Indoor"
986,31,"Female",1,"New York","Sedentary",37.7353005094414,"NaN","friends",0,0.02,"Indoor"
1018,72,"Female",2,"New York","Sedentary",3.39536288753152,"blue collar","friends",0,0.7,"Outdoor"
1364,63,"Female",0,"New York","Sedentary",9.1901674028486,"retired","friends",0,0.88,"Indoor"
1746,55,"Female",2,"New York","Sedentary",12.1413418091834,"white collar","friends",0,0.46,"Indoor"
1896,44,"Female",2,"New York","Sedentary",13.4029727056623,"retired","friends",0,0.27,"Indoor"
1913,23,"Female",2,"New York","Sedentary",2.50848629511893,"gig worker","friends",0,0.21,"Indoor"
2021,83,"Female",0,"New York","Sedentary",41.4783689362888,"white collar","friends",0,0.63,"Indoor"
2310,76,"Female",1,"New York","Sedentary",26.1612312859836,"white collar","friends",0,0.69,"Outdoor"
50,21,"Female",2,"Maine","Sedentary",12.514086375013,"student","friends",0,0.05,"Indoor"
90,25,"Female",0,"Maine","Sedentary",1.53343089856207,"student","friends",0,0.29,"Outdoor"
142,23,"Female",3,"Maine","Sedentary",50.3078380902792,"student","friends",0,0.45,"Indoor"
477,24,"Female",4,"Maine","Sedentary",9.77015257813036,"student","friends",0,0.02,"Indoor"
991,23,"Female",2,"Maine","Sedentary",22.6474422580543,"student","friends",0,0.49,"Outdoor"
1128,26,"Female",1,"Massachusetts","Sedentary",32.3602517677431,"student","friends",0,0.84,"Indoor"
1402,23,"Female",2,"Ontario","Sedentary",11.5115943551064,"student","friends",0,0.03,"Indoor"
1419,24,"Female",3,"New Hampshire","Sedentary",7.75404216414114,"student","friends",0,0.74,"Outdoor"
1763,25,"Female",2,"Ontario","Sedentary",8.83467849344015,"student","friends",0,0.87,"Outdoor"
1862,24,"Female",1,"New Jersey","Sedentary",22.697650938386,"student","friends",0,0.78,"Indoor"
2312,24,"Female",1,"Massachusetts","Sedentary",29.8812203092461,"student","friends",0,0.67,"Indoor"
2389,25,"Female",1,"Maine","Sedentary",51.3818506498761,"student","friends",0,0.14,"Outdoor"
23,31,"Female",0,"Maine","Sedentary",48.9631605595177,"retired","friends",0,0.52,"Outdoor"
72,49,"Female",1,"Rhode Island","Sedentary",6.45292642526329,"white collar","friends",0,0.71,"Indoor"
326,18,"Female",3,"Maine","Sedentary",37.8360769508367,"blue collar","friends",0,0.59,"Indoor"
424,52,"Female",2,"Maine","Sedentary",7.95100554572987,"retired","friends",0,0.4,"Outdoor"
441,31,"Female",3,"Maine","Sedentary",58.3585697378884,"white collar","friends",0,0.76,"Indoor"
488,32,"Female",3,"Massachusetts","Sedentary",6.21773830614984,"white collar","friends",0,0.27,"Indoor"
509,72,"Female",4,"New Jersey","Sedentary",8.88814786449075,"white collar","friends",0,0.59,"Indoor"
583,29,"Female",1,"Ontario","Sedentary",18.7226131524223,"white collar","friends",0,0.83,"Indoor"
629,72,"Female",2,"Maine","Sedentary",33.295025488544,"white collar","friends",0,0.34,"Outdoor"
630,79,"Female",4,"Vermont","Sedentary",15.517707056457,"blue collar","friends",0,0.33,"Indoor"
740,84,"Female",3,"Connecticut","Sedentary",90.5950967172041,"blue collar","friends",0,0.57,"Indoor"
764,81,"Female",1,"Maine","Sedentary",0.861722631379962,"white collar","friends",0,0.84,"Indoor"
794,26,"Female",3,"Massachusetts","Sedentary",40.173782816339,"retired","friends",0,0.17,"Outdoor"
841,57,"Female",1,"Massachusetts","Sedentary",11.5703677758574,"white collar","friends",0,0.58,"Indoor"
879,26,"Female",2,"Maine","Sedentary",7.18700167723,"blue collar","friends",0,0.79,"Outdoor"
989,47,"Female",0,"Maine","Sedentary",1.4977600559497,"retired","friends",0,0.66,"Outdoor"
993,28,"Female",4,"Rhode Island","Sedentary",38.6411647109275,"white collar","friends",0,0.84,"Indoor"
1026,44,"Female",1,"Maine","Sedentary",17.7982270150425,"white collar","friends",0,0.25,"Indoor"
1105,40,"Female",1,"Maine","Sedentary",2.76706486940384,"retired","friends",0,0.67,"Indoor"
1219,27,"Female",1,"Maine","Sedentary",32.3205862550025,"blue collar","friends",0,0.29,"Indoor"
1286,26,"Female",3,"New Jersey","Sedentary",5.45777894227569,"retired","friends",0,0.57,"Indoor"
1397,80,"Female",2,"New Hampshire","Sedentary",2.52511045456781,"blue collar","friends",0,0.51,"Outdoor"
1413,29,"Female",3,"Rhode Island","Sedentary",19.4002110664313,"blue collar","friends",0,0.55,"Indoor"
1421,64,"Female",2,"Maine","Sedentary",12.6258826348931,"blue collar","friends",0,0.97,"Indoor"
1430,60,"Female",5,"Rhode Island","Sedentary",42.8191115309425,"white collar","friends",0,0.66,"Indoor"
1432,83,"Female",0,"New Hampshire","Sedentary",4.1272026178635,"white collar","friends",0,0.69,"Indoor"
1498,56,"Female",3,"Maine","Sedentary",7.22215622943217,"blue collar","friends",0,0.64,"Indoor"
1512,72,"Female",1,"Maine","Sedentary",29.1477139649873,"white collar","friends",0,0.68,"Outdoor"
1539,23,"Female",0,"Maine","Sedentary",19.9450202836635,"white collar","friends",0,0.25,"Outdoor"
1566,84,"Female",3,"Vermont","Sedentary",12.4987303186208,"white collar","friends",0,0.29,"Indoor"
1629,49,"Female",1,"Maine","Sedentary",1.91039848184898,"white collar","friends",0,0.51,"Indoor"
1654,22,"Female",1,"Maine","Sedentary",5.22240363061428,"retired","friends",0,0.18,"Indoor"
1662,26,"Female",2,"Vermont","Sedentary",3.07461367920041,"white collar","friends",0,0.79,"Outdoor"
1749,83,"Female",3,"Maine","Sedentary",8.24029464274645,"white collar","friends",0,0.61,"Indoor"
1825,74,"Female",2,"Maine","Sedentary",81.2332559707475,"white collar","friends",0,0.36,"Indoor"
1839,84,"Female",2,"New Jersey","Sedentary",39.2445405928378,"white collar","friends",0,0.55,"Indoor"
1902,53,"Female",1,"Vermont","Sedentary",44.8829602596593,"blue collar","friends",0,0.51,"Indoor"
1909,37,"Female",0,"Massachusetts","Sedentary",28.4425441499498,"blue collar","friends",0,0.99,"Outdoor"
1912,66,"Female",4,"New Jersey","Sedentary",13.497618176043,"white collar","friends",0,0.49,"Indoor"
1978,43,"Female",1,"Maine","Sedentary",8.72872523801238,"white collar","friends",0,0.82,"Indoor"
2039,27,"Female",1,"New Jersey","Sedentary",5.28631729073822,"blue collar","friends",0,0.4,"Indoor"
2048,70,"Female",1,"Maine","Sedentary",16.4024656816366,"blue collar","friends",0,0.77,"Indoor"
2083,42,"Female",0,"Rhode Island","Sedentary",8.91792305745184,"white collar","friends",0,0.68,"Outdoor"
2097,70,"Female",3,"New Hampshire","Sedentary",41.7658481181379,"white collar","friends",0,0.46,"Indoor"
2170,68,"Female",1,"Ontario","Sedentary",4.5079127792269,"white collar","friends",0,0.62,"Outdoor"
2176,83,"Female",2,"New Jersey","Sedentary",26.5983945817736,"blue collar","friends",0,0.82,"Outdoor"
