"householdID","dietary_spec","dist_park","email_sub","est_inc","hhold_size","leisure_perc","oldest","passholder","previous_attend","social_media_scale","youngest"
997,"None",12.8,"Yes",90870.8242481145,4,0.22,65,0,3,0.9,43
998,"None",19.4,"No",89628.1047854227,1,0.12,90,0,1,0.33,90
999,"None",43.2,"No",83725.5604280581,3,0.17,68,0,4,0.08,13
1000,"None",9.4,"No",58944.6293175197,2,0.09,57,1,2,0.27,16
1001,"None",16.7,"No",98331.9645229036,2,0.05,49,1,3,0.59,31
1002,"None",0.6,"No",64864.9118942067,1,0.11,87,1,1,0.6,87
1003,"None",0.5,"No",77172.3631086313,2,0.06,37,0,2,0.43,17
1004,"None",20.3,"No",102754.682358576,1,0.11,91,1,2,0.17,91
1005,"None",13.8,"No",27218.4514694447,1,0.1,61,0,2,0.77,61
1006,"None",6.4,"Yes",42329.7963544941,3,0.19,47,0,1,0.92,11
1007,"None",24,"No",77930.5327004762,2,0.04,63,0,1,0.54,44
1008,"Peanut Allergy",54.3,"Yes",125080.147245931,4,0.23,75,1,0,0.48,14
1009,"None",15.8,"Yes",70804.1984181304,3,0.2,42,1,4,0.79,30
1010,"None",71.1,"No",77255.1638132048,2,0.06,61,0,1,0.33,38
1011,"None",3.2,"Yes",118395.698868479,3,0.21,92,1,1,0.32,57
1012,"None",75.9,"No",81585.7439597562,2,0.08,52,0,4,0.47,17
1013,"None",22.5,"No",67391.4048294061,1,0.15,65,1,1,0.83,65
1014,"None",34.2,"Yes",69882.3801416826,4,0.22,65,1,1,0.97,29
1015,"None",29.7,"No",91124.6733379786,2,0.04,46,0,1,0.63,26
1016,"None",17.5,"No",49260.265029014,3,0.17,83,0,1,0.6,32
1017,"Vegetarian",9.5,"Yes",83388.2679772923,4,0.25,92,0,2,0.84,28
1018,"Peanut Allergy",24.5,"Yes",100440.310800671,4,0.23,79,1,3,0.1,16
1019,"None",3.9,"No",50054.4198514472,1,0.15,58,1,3,0.57,58
1020,"None",20.4,"Yes",55967.8518520724,3,0.18,35,0,2,0.46,16
1021,"None",19.4,"Yes",56855.1609705388,3,0.21,91,0,4,0.59,15
1022,"None",16.2,"No",79608.1835557942,2,0.05,36,1,3,0.77,23
1023,"None",12.6,"Yes",45192.8087503017,4,0.22,55,0,1,0.37,52
1024,"None",2.5,"Yes",115744.143860424,3,0.21,36,0,3,0.19,2
1025,"None",2.3,"No",63613.3203457448,3,0.17,45,0,2,0.88,15
1026,"None",88.5,"No",79557.6187330342,1,0.12,83,0,1,0.96,83
1027,"None",11.5,"No",61328.0253787677,1,0.14,69,0,2,0.53,69
1028,"Vegetarian",18.9,"Yes",58877.9952614272,5,0.25,81,1,2,0.2,3
1029,"None",27.2,"No",23128.0556237943,2,0.03,64,0,1,0.05,11
1030,"None",4,"Yes",67091.2146631044,4,0.22,88,0,2,0.32,54
1031,"None",25.2,"No",66698.2394797342,1,0.16,60,1,2,0.13,60
1032,"Vegetarian",6.3,"Yes",99421.1915046231,5,0.25,91,0,5,0.25,57
1033,"Peanut Allergy",9.1,"Yes",98256.2665031234,4,0.23,80,0,4,0.1,15
1034,"None",13.9,"No",85605.1000006868,1,0.12,59,0,1,0.47,59
1035,"None",3.4,"Yes",87031.7518047024,3,0.19,63,0,2,0.81,25
1036,"None",53,"No",98513.3107021526,2,0.08,66,1,0,0.27,44
1037,"None",18.1,"No",105835.541795474,2,0.08,73,0,1,0.82,37
1038,"Gluten-Free",6.5,"Yes",55509.5331182582,6,0.27,86,0,3,0.37,17
1039,"None",78,"No",96169.6749809258,1,0.15,66,0,1,0.78,66
1040,"Peanut Allergy",5.2,"Yes",82993.0519686545,4,0.24,40,1,0,0.28,36
1041,"None",7.8,"Yes",80598.5141773993,3,0.21,78,0,3,0.07,13
1042,"None",27.4,"No",70708.0847744108,1,0.13,78,0,3,0.87,78
1043,"Vegetarian",35.6,"Yes",73888.782443223,4,0.25,48,1,1,0.03,8
1044,"Gluten-Free",57.8,"Yes",63286.1499740154,6,0.27,62,0,2,0.67,50
1045,"None",14.2,"No",80355.5661633231,3,0.17,42,1,0,0.19,3
1046,"None",7.1,"Yes",93497.9005475452,3,0.18,28,0,1,0.05,26
1047,"Vegetarian",43.5,"Yes",90041.9773755022,4,0.24,34,0,5,0.35,29
1048,"None",76.3,"No",80078.8855838311,2,0.09,86,0,2,0.03,17
1049,"None",1.8,"No",93557.7019628195,2,0.08,54,0,3,0.35,33
1050,"None",3,"No",61847.8837869162,2,0.03,50,0,0,0.79,48
1051,"None",5.3,"No",75873.6937417192,1,0.13,89,0,4,0.16,89
1052,"None",10,"No",73617.2174335755,1,0.14,40,0,1,0.14,40
1053,"None",0.6,"No",88560.9104135,2,0.08,35,0,3,0.49,16
1054,"None",3.9,"No",71693.0625075013,1,0.16,61,1,2,0.27,61
1055,"None",7.1,"Yes",50620.1634749994,3,0.19,43,1,4,0.84,2
1056,"Gluten-Free",11.7,"Yes",80204.4040862023,6,0.27,69,1,2,0.14,16
1057,"None",11.4,"No",76943.8462045516,3,0.17,56,0,3,0.6,38
1058,"None",5,"No",84078.6690915136,1,0.14,68,0,1,0.99,68
1059,"None",28.1,"No",46326.8959577326,1,0.15,74,0,4,0.98,74
1060,"None",12.9,"No",121460.436572314,1,0.15,66,0,1,0.31,66
1061,"None",17.8,"No",35646.2281111747,2,0.04,68,0,0,0.79,53
1062,"None",10.3,"No",97869.1387447912,2,0.04,94,0,3,0.78,52
1063,"None",8,"No",62869.7356445649,2,0.08,34,0,2,0.46,18
1064,"None",55.2,"No",82966.9469557285,2,0.09,48,1,0,0.31,43
1065,"Vegetarian",45.8,"Yes",64787.5336392163,4,0.24,50,0,1,0.08,17
1066,"Peanut Allergy",3.8,"Yes",92188.8950335288,4,0.23,73,0,1,0.37,21
1067,"None",6,"No",83707.6179076542,2,0.03,32,0,3,0.8,6
1068,"None",2.3,"No",69114.8670734338,1,0.11,81,0,1,0.52,81
1069,"None",17.1,"No",77016.3878910635,2,0.05,39,0,3,0.79,14
1070,"Vegetarian",10.3,"Yes",91914.2538261721,4,0.25,52,0,0,0.52,25
1071,"None",33.4,"Yes",72530.767738738,3,0.21,67,1,1,0.13,15
1072,"None",2,"No",44899.4809982841,1,0.14,56,0,4,0.05,56
1073,"Peanut Allergy",5.2,"Yes",61828.0820502509,4,0.24,78,0,0,0.43,47
1074,"No Dairy",30.1,"Yes",113286.144000668,5,0.26,65,1,4,0.49,29
1075,"None",35.8,"No",81520.2203199269,1,0.14,63,0,1,0.12,63
1076,"None",21.8,"No",87195.6898775359,2,0.04,46,1,2,0.82,35
1077,"None",3.8,"Yes",60547.8035915148,3,0.21,44,0,3,0.16,17
1078,"No Dairy",14.6,"Yes",53501.0724979346,5,0.26,50,0,1,0.21,45
1079,"None",45.8,"No",95269.4260270198,2,0.02,91,1,2,0.78,32
1080,"Seafood Allergy",2.2,"Yes",54290.6244870892,7,0.28,88,1,2,0.52,15
1081,"None",17.5,"No",84887.2076212926,2,0.02,85,1,1,0.41,7
1082,"None",4.9,"Yes",85797.895495259,3,0.2,59,0,0,0.32,56
1083,"None",9,"No",67429.6529307889,2,0.08,30,0,1,0.55,25
1084,"None",18,"No",70579.3944059512,1,0.15,75,0,1,0.85,75
1085,"None",24.6,"No",61301.5852807293,2,0.04,70,0,2,0.66,0
1086,"None",27.4,"No",79442.3667288333,2,0.05,36,0,6,0.85,21
1087,"None",1.5,"No",56514.642540146,1,0.15,40,0,2,0.14,40
1088,"None",3.3,"No",89463.7865077289,1,0.14,74,1,3,0.28,74
1089,"None",27.3,"No",122956.128894163,2,0.04,39,0,1,0.56,13
1090,"None",46.6,"No",87882.6345046552,2,0.06,51,1,3,0.8,1
1091,"No Dairy",42.5,"Yes",62304.6806092745,5,0.26,53,1,1,0.03,35
1092,"None",7.2,"No",96206.721553566,1,0.16,73,0,0,0.73,73
1093,"Peanut Allergy",37.9,"Yes",79928.4764100461,4,0.23,59,1,2,0.9,6
1094,"None",5.2,"Yes",85289.4767822364,3,0.18,35,0,0,0.81,19
1095,"None",1,"No",47917.6185966688,2,0.03,43,1,4,0.96,12
1096,"Peanut Allergy",1.9,"Yes",53246.5328629551,4,0.23,51,0,2,0.2,25
1097,"None",2.1,"No",67410.2158838626,2,0.05,39,0,4,0.08,9
1098,"Seafood Allergy",21.7,"Yes",66986.4526074219,7,0.28,85,1,0,0.34,32
1099,"Gluten-Free",21.3,"Yes",89872.7664631135,6,0.27,68,1,2,0.9,56
1100,"None",19,"No",98048.1368673063,1,0.14,62,0,0,0.64,62
1101,"None",38.5,"No",94471.4131431038,1,0.15,27,1,2,0.7,27
1102,"None",55.5,"No",91485.4741290416,2,0.06,92,0,2,0.08,2
1103,"None",9,"Yes",78513.1981252472,3,0.19,46,0,2,0.1,44
1104,"None",6.3,"No",85674.0637305684,1,0.11,46,1,2,0.17,46
1105,"None",23.2,"No",52082.1776119108,1,0.11,59,1,0,0.45,59
1106,"None",37.8,"No",93532.5330359285,2,0.02,27,0,4,0.23,22
1107,"None",18.1,"No",53403.2931090213,1,0.15,76,1,5,0.19,76
1108,"None",12.9,"No",38470.4046970147,2,0.09,59,1,3,0.35,26
1109,"None",10.1,"Yes",81903.2486343264,4,0.22,78,1,2,0.61,38
1110,"None",2.3,"Yes",58370.7506848949,3,0.19,50,1,2,0.05,12
1111,"None",27.7,"Yes",75460.3626867107,3,0.2,74,1,2,0.38,17
1112,"None",4.7,"No",99916.4178374237,1,0.11,36,0,2,0.44,36
1113,"None",20,"No",96936.5519500206,1,0.15,82,0,2,0.22,82
1114,"None",6.6,"Yes",87619.8801523934,3,0.21,82,0,2,0.85,32
1115,"None",7.1,"No",73418.8603452963,1,0.15,39,1,2,0.13,39
1116,"None",24.3,"No",34818.8487175945,2,0.09,45,1,5,0.81,3
1117,"None",6.8,"No",74629.1306246073,1,0.1,54,0,1,0.51,54
1118,"None",78.7,"Yes",97306.9340017549,3,0.18,52,1,6,0.35,14
1119,"None",7.6,"No",84448.9789874747,2,0.07,54,0,2,0.1,20
1120,"None",24.7,"No",89413.242781738,1,0.13,91,1,0,0.89,91
1121,"None",23.9,"Yes",114251.487486123,3,0.19,46,0,1,0.04,7
1122,"None",3.9,"No",32664.8104966906,1,0.12,73,0,3,0.49,73
1123,"None",46.2,"No",42132.3685047415,2,0.07,68,1,2,0.79,8
1124,"None",14.8,"No",106359.133761511,2,0.03,36,0,1,0.7,1
1125,"None",89.1,"Yes",82815.2665999665,3,0.19,78,0,3,0.67,47
1126,"None",23.4,"No",79477.6056560855,2,0.02,33,1,0,0.3,17
1127,"None",26,"No",72670.1369083257,2,0.09,49,0,1,0.3,44
1128,"None",15.3,"Yes",75196.9586770431,3,0.2,62,1,3,0.77,9
1129,"None",2.8,"Yes",49067.0090519595,4,0.22,51,0,2,0.77,14
1130,"None",0.3,"No",65163.2778481427,2,0.02,42,0,3,0.55,11
1131,"Peanut Allergy",56.6,"Yes",114284.900361242,4,0.24,40,0,2,0.57,0
1132,"None",25,"No",56404.1167018732,2,0.05,89,0,0,0.26,45
1133,"None",25.2,"No",87526.5934741578,2,0.02,41,1,1,0.57,2
1134,"None",24,"Yes",92522.8822393502,3,0.19,40,1,1,0.74,33
1135,"Gluten-Free",4.3,"Yes",70506.187027565,6,0.27,63,0,3,0.52,35
1136,"None",21.8,"No",83105.6314588572,2,0.09,55,0,2,0.11,41
1137,"None",12.1,"No",68199.9950782171,1,0.15,38,0,3,0.25,38
1138,"None",115.4,"No",89312.3883723325,2,0.05,29,0,4,0.75,28
1139,"None",11.2,"No",67466.1155405785,2,0.05,46,0,0,0.3,13
1140,"None",8.3,"Yes",66814.4266792539,3,0.21,77,1,3,0.35,20
1141,"Peanut Allergy",0,"Yes",69940.4243444192,4,0.24,32,1,1,0.2,23
1142,"None",2.5,"Yes",64183.0547445925,3,0.2,83,0,1,0.14,17
1143,"None",10.5,"No",68859.7051444827,2,0.05,64,0,0,0.17,4
1144,"None",37.7,"No",87010.4110319315,2,0.1,67,1,2,0.17,19
1145,"None",8.2,"Yes",84693.798238326,3,0.21,66,0,1,0.91,36
1146,"None",13.3,"No",66275.1871999105,1,0.15,60,0,2,0.26,60
1147,"Peanut Allergy",17.6,"Yes",75784.2799591584,4,0.24,31,0,1,0.4,26
1148,"None",1.9,"No",78192.5301337846,2,0.07,74,1,0,0.97,39
1149,"None",3.3,"No",75228.6067891386,2,0.04,40,0,4,0.3,2
1150,"None",21.6,"No",76500.5526672313,2,0.06,66,0,2,0.58,0
1151,"Vegetarian",9.8,"Yes",55302.8156570369,4,0.24,30,1,1,0.24,5
1152,"No Dairy",13.9,"Yes",111704.131976276,5,0.26,75,0,5,0.02,4
1153,"None",27.4,"No",78724.3941749251,2,0.09,74,1,0,0.78,6
1154,"None",63.2,"Yes",84712.1254458458,3,0.2,91,1,2,0.46,39
1155,"None",18.3,"No",95098.1498482608,2,0.03,33,1,1,0.35,5
1156,"None",10.9,"Yes",71359.6340368783,3,0.18,36,0,1,0.42,12
1157,"None",5,"No",67977.6857196567,2,0.05,77,0,1,0.99,4
1158,"None",16.2,"No",47871.7530985418,2,0.06,34,0,3,0.07,29
1159,"Peanut Allergy",31.6,"Yes",26998.0049526829,4,0.23,59,0,5,0.99,26
1160,"None",1.5,"No",104490.835447504,2,0.04,72,0,2,0.42,13
1161,"None",53.3,"No",85580.1004614642,2,0.03,37,0,3,0.77,9
1162,"None",0.8,"No",67144.0337433403,2,0.09,45,0,1,0.31,3
1163,"None",33,"No",74582.7298766715,2,0.08,35,1,1,0.62,4
1164,"None",21,"No",120237.359418416,2,0.04,32,1,2,0.79,27
1165,"None",24.8,"No",103445.597530111,1,0.13,55,0,2,0.21,55
1166,"None",50.5,"No",63321.223420847,2,0.08,50,1,1,0.52,9
1167,"None",2.2,"No",72206.3514237887,1,0.1,82,0,2,0.47,82
1168,"None",12.3,"No",75306.9008575849,2,0.06,48,0,4,0.1,43
1169,"None",6.3,"No",86914.9177472168,2,0.05,45,0,2,0.12,2
1170,"None",1.6,"No",54171.3945097072,2,0.09,88,0,1,0.47,9
1171,"None",4.2,"Yes",84758.8223599282,3,0.19,57,1,2,0.73,4
1172,"None",21.7,"No",68228.8664234507,2,0.03,54,0,3,0.99,2
1173,"None",0.8,"No",98445.7518268793,2,0.08,57,0,1,0.43,13
1174,"None",53.4,"No",64018.4381452234,1,0.13,37,0,1,0.22,37
1175,"None",27.7,"Yes",63999.6109787922,3,0.21,88,1,3,0.7,52
1176,"None",5.3,"No",32065.9150482035,2,0.06,51,1,0,0.2,25
1177,"Vegetarian",30,"Yes",75047.4659638545,4,0.25,49,1,2,0.36,10
1178,"None",24.5,"No",109741.720003884,1,0.1,28,0,3,0.31,28
1179,"None",4.8,"No",100763.264232099,1,0.14,54,1,1,0.75,54
1180,"None",1.5,"No",79787.0211089445,2,0.07,71,0,2,0.86,22
1181,"None",30.2,"No",111809.215227118,2,0.06,31,0,3,0.35,30
1182,"Peanut Allergy",43.5,"Yes",74729.3193633698,4,0.23,58,0,2,0.81,56
1183,"None",55.5,"Yes",90295.0005558479,3,0.19,57,0,3,0.42,6
1184,"Seafood Allergy",14,"Yes",73799.3085042192,8,0.28,89,1,4,0.83,4
1185,"Vegetarian",14,"Yes",58065.630402932,4,0.25,62,0,3,0.68,55
1186,"None",8,"Yes",48508.7306429059,3,0.2,39,1,1,0.33,16
1187,"Peanut Allergy",13.5,"Yes",85594.1626748842,4,0.23,78,1,0,0.97,16
1188,"None",41.8,"No",73995.2834160029,2,0.1,56,1,2,0.94,9
1189,"None",5.3,"Yes",70867.6469086087,4,0.22,65,0,2,0.45,30
1190,"None",30.6,"Yes",70700.0768125732,3,0.18,72,0,3,0.4,36
1191,"None",50,"No",84148.8820925515,2,0.07,45,0,3,0.36,2
1192,"None",21.2,"No",46666.4114895971,1,0.14,36,0,4,0.69,36
1193,"None",25.3,"No",77597.3622273331,2,0.06,71,1,3,0.06,31
1194,"None",3.4,"No",82527.4117739882,1,0.16,90,1,1,0.17,90
1195,"None",23,"Yes",53611.1283092168,3,0.21,47,1,1,0.93,10
1196,"None",21.3,"Yes",103539.608006505,3,0.2,85,1,0,0.1,44
1197,"None",1,"No",58456.3389893295,3,0.17,91,0,4,0.37,1
1198,"Peanut Allergy",0.8,"Yes",67845.8064557826,4,0.23,82,1,2,0.63,20
1199,"Vegetarian",2.8,"Yes",83213.5135530459,4,0.25,57,1,1,0.32,10
1200,"None",14.6,"No",80872.0438979801,2,0.06,58,1,2,0.61,17
1201,"None",24.9,"No",71994.3574017497,1,0.12,45,0,3,0.22,45
1202,"None",53.4,"No",102121.282188221,2,0.05,58,0,4,0.36,23
1203,"Peanut Allergy",46.7,"Yes",58017.2533077815,4,0.24,40,1,1,0.41,0
1204,"None",4.9,"No",73654.5254695339,2,0.07,61,1,4,0.29,14
1205,"None",29.8,"No",84376.2349828159,1,0.1,39,1,3,0.5,39
1206,"None",3.5,"Yes",120347.959577236,3,0.19,94,1,1,0.68,21
1207,"Peanut Allergy",2.4,"Yes",57019.5636447304,4,0.23,78,0,0,0.04,46
1208,"None",8.8,"No",88406.265364196,2,0.04,76,1,1,0.07,48
1209,"None",14.1,"Yes",77520.5927819904,4,0.22,69,1,4,0.56,20
1210,"None",41.6,"No",86016.0383683519,1,0.12,89,0,3,0.27,89
1211,"None",19.4,"No",83543.6849797971,1,0.12,29,0,3,0.09,29
1212,"None",2.7,"Yes",109640.405401375,3,0.17,42,0,2,0.25,37
1213,"None",1.1,"Yes",90874.9957443267,3,0.21,87,0,2,0.46,47
1214,"Vegetarian",12.1,"Yes",94089.2879115265,4,0.25,59,0,2,0.81,20
1215,"None",2.1,"No",101971.961850358,2,0.06,68,0,2,0.61,10
1216,"None",39.4,"No",53237.4716756492,3,0.16,34,1,3,0.52,29
1217,"Vegetarian",14.7,"Yes",74974.1922491153,4,0.25,29,0,1,0.6,24
1218,"None",59.7,"No",96887.7295243645,2,0.08,84,0,0,0.11,38
1219,"None",3.7,"No",41987.8136302074,2,0.05,62,0,1,0.67,1
1220,"None",15.8,"Yes",96381.6531199962,3,0.18,38,0,1,0.44,10
1221,"None",2.5,"No",91552.401567431,1,0.14,74,1,2,0.69,74
1222,"None",55.3,"Yes",80925.6273299683,3,0.18,43,0,3,0.83,33
1223,"None",10.5,"No",80176.2562166546,1,0.15,57,0,1,0.77,57
1224,"Gluten-Free",14.9,"Yes",87289.3875218546,6,0.27,62,0,2,0.78,8
1225,"Peanut Allergy",0.9,"Yes",94968.0730243876,4,0.24,30,0,1,0.63,22
1226,"None",43.4,"No",54471.6707062645,2,0.09,54,0,0,0.93,5
1227,"None",18.8,"No",84380.8974117602,1,0.15,91,1,1,0.72,91
1228,"None",3.8,"No",49324.2669096379,2,0.03,73,0,3,0.51,7
1229,"Peanut Allergy",0.6,"Yes",86935.9122842679,4,0.23,42,0,0,0.26,37
1230,"None",141.3,"No",103974.24646799,1,0.1,70,1,1,0.86,70
1231,"None",51.1,"No",60325.3502190463,2,0.02,57,1,1,0.75,7
1232,"Gluten-Free",13.5,"Yes",92575.1975980615,6,0.27,72,1,3,0.95,18
1233,"Gluten-Free",21.4,"Yes",95698.1706085164,6,0.27,55,0,4,0.43,16
1234,"None",30.3,"No",104593.499505658,3,0.16,80,1,3,0.3,44
1235,"None",26.7,"Yes",62990.4424849742,3,0.21,32,0,4,0.67,1
1236,"None",9.6,"No",42644.1364772047,2,0.08,85,0,1,0.18,3
1237,"None",0.8,"No",87390.133553418,3,0.17,79,0,0,0.34,5
1238,"None",4.7,"No",50250.9649941527,2,0.05,87,0,4,0.36,24
1239,"None",5.1,"No",45884.4804501357,2,0.06,69,0,2,0.67,48
1240,"None",11.7,"No",66148.2553136084,1,0.13,62,0,4,0.23,62
1241,"None",6.4,"No",103837.994458447,2,0.05,41,0,1,0.2,36
1242,"Vegetarian",17.3,"Yes",74309.2640767618,4,0.24,63,0,2,0.42,2
1243,"None",44.3,"No",72750.4551131445,2,0.08,72,0,1,0.74,57
1244,"None",45.8,"No",96434.8420510581,1,0.1,44,0,2,0.48,44
1245,"None",19.4,"Yes",72535.5035633361,3,0.18,68,0,2,0.89,0
1246,"None",19.5,"Yes",97831.8517542775,3,0.21,82,1,3,0.04,13
1247,"None",119.3,"No",37698.6710663079,1,0.12,87,0,0,0.2,87
1248,"No Dairy",1.6,"Yes",64359.1183847611,5,0.26,26,0,0,0.23,21
1249,"No Dairy",24.2,"Yes",97737.1720224489,5,0.26,38,1,1,0.83,7
1250,"None",7.1,"No",63849.1561005193,1,0.16,46,1,1,0.86,46
1251,"None",5.8,"Yes",105332.811273814,3,0.2,83,1,1,0.34,16
1252,"None",45.1,"No",101532.104143964,2,0.09,41,0,3,0.83,36
1253,"None",39.8,"Yes",73468.1576523928,3,0.21,60,0,0,0.07,37
1254,"None",93.6,"No",63497.2737628856,1,0.1,29,0,6,0.63,29
1255,"None",24.4,"No",74264.4872873365,3,0.17,61,0,3,0.93,2
1256,"Peanut Allergy",68.3,"Yes",39327.0870652408,4,0.23,79,1,4,0.03,29
1257,"None",19,"No",75246.2963681345,2,0.1,86,0,3,0.8,15
1258,"None",50,"No",85486.9981660341,1,0.15,53,0,3,0.04,53
1259,"None",23.9,"No",99360.0645508984,2,0.04,55,1,4,0.58,6
1260,"None",9.6,"Yes",42408.165005775,3,0.19,29,1,2,0.92,12
1261,"None",2.7,"No",55258.1297590777,1,0.16,72,0,1,0.71,72
1262,"None",1,"No",43077.4961624349,1,0.14,31,1,1,0.5,31
1263,"None",21.1,"No",88178.1909719825,1,0.15,66,0,2,0.57,66
1264,"None",8.5,"No",74951.6169310601,3,0.16,31,0,2,0.61,22
1265,"None",94.5,"No",117254.836552208,2,0.03,33,1,2,0.43,28
1266,"None",10.1,"No",110836.270370462,2,0.07,27,0,5,0.65,10
1267,"None",5.1,"No",36900.6371889236,2,0.03,63,0,2,0.98,55
1268,"None",12.6,"Yes",74236.8512579016,3,0.18,35,1,2,0.51,30
1269,"None",12.1,"No",79342.5450700879,1,0.1,26,0,2,0.7,26
1270,"Peanut Allergy",80.1,"Yes",81169.272521433,4,0.24,87,0,2,0.83,28
1271,"None",25.7,"No",60312.8752407466,2,0.07,64,1,1,0.74,46
1272,"None",106.3,"No",78611.6258436771,2,0.06,37,0,2,0.16,8
1273,"None",1.9,"Yes",55211.9356230648,3,0.18,59,0,3,0.1,11
1274,"None",28.2,"No",115486.515773417,1,0.15,54,1,3,0.19,54
1275,"None",12.6,"No",43921.6894177539,2,0.09,92,1,1,0.5,51
1276,"None",13.5,"No",91251.0250960137,2,0.06,42,0,2,0.06,11
1277,"None",5.9,"No",78450.5016695177,2,0.06,92,0,2,0.44,36
1278,"None",8.5,"No",81612.3082231511,1,0.13,38,1,2,0.64,38
1279,"None",19.4,"No",60171.6306736883,2,0.06,94,0,2,0.94,53
1280,"None",23.4,"No",110583.583164342,2,0.06,32,0,2,0.74,4
1281,"None",25.5,"No",79100.1459098457,2,0.04,76,0,0,0.52,43
1282,"None",10.6,"No",53407.943490203,1,0.11,81,0,2,0.24,81
1283,"No Dairy",3.2,"Yes",93034.3954169642,5,0.26,80,0,1,0.33,20
1284,"None",24.6,"Yes",106378.537896454,3,0.2,65,0,2,0.36,44
1285,"None",2.2,"Yes",79510.6377388691,3,0.21,62,0,2,0.54,15
1286,"None",89.9,"No",60676.3343446088,2,0.05,79,0,2,0.32,3
1287,"None",28.1,"No",73033.285355287,1,0.12,74,1,1,0.89,74
1288,"None",6.5,"No",97596.6574962793,2,0.08,88,0,0,0.59,14
1289,"None",0.9,"No",87663.2001616325,1,0.15,34,1,1,0.49,34
1290,"None",30.5,"No",97912.7529153374,2,0.07,86,1,2,0.47,48
1291,"Vegetarian",10.5,"Yes",62664.0893500392,4,0.25,43,1,4,0.59,38
1292,"None",38.2,"No",127089.795369002,3,0.17,78,0,5,0.63,18
1293,"None",4.1,"Yes",89768.1931953861,4,0.22,66,1,1,0.36,43
1294,"None",27.5,"No",77446.0338460993,2,0.06,71,0,2,0.32,7
1295,"None",6.9,"No",97264.9957318257,1,0.11,82,0,1,0.66,82
1296,"None",16.8,"No",73587.7577942119,1,0.1,57,0,1,0.16,57
1297,"None",8.5,"No",75431.1289769082,1,0.16,76,1,2,0.68,76
1298,"No Dairy",7.5,"Yes",106340.364256478,5,0.26,28,1,1,0.13,5
1299,"None",22.4,"No",88806.046035009,1,0.11,63,0,1,0.94,63
1300,"None",16.8,"No",118695.098773564,2,0.04,39,1,2,0.06,25
1301,"None",5.4,"No",88085.140545348,1,0.12,44,0,1,0.17,44
1302,"None",20.9,"No",99738.5962808547,2,0.07,81,0,0,0.63,4
1303,"None",44.4,"No",90677.6691336362,2,0.02,88,0,1,0.91,21
1304,"None",2,"Yes",55669.3099120952,3,0.21,91,0,2,0.39,4
1305,"None",29.4,"No",103851.048511412,2,0.03,78,0,3,0.14,32
1306,"None",38.4,"No",68146.6932292831,1,0.13,45,0,2,0.94,45
1307,"None",19.2,"No",105388.443949128,2,0.05,60,1,1,0.05,20
1308,"Vegetarian",1.8,"Yes",108913.300819796,4,0.24,48,1,1,0.96,48
1309,"None",6.8,"No",89365.645456017,1,0.16,79,0,2,0.87,79
1310,"None",3.4,"Yes",75545.1496760762,3,0.21,80,1,2,0.03,36
1311,"None",14.5,"No",76267.2354260227,2,0.1,87,1,3,0.88,4
1312,"None",10.8,"Yes",55506.8138023934,4,0.22,79,1,2,0.22,43
1313,"None",0.7,"No",103112.902523571,1,0.14,47,0,2,0.19,47
1314,"None",59.1,"No",63331.6813702736,2,0.06,37,1,2,0.66,32
1315,"Gluten-Free",5.6,"Yes",58726.6714697656,6,0.27,49,1,1,0.87,13
1316,"Peanut Allergy",4.5,"Yes",96350.3911223517,4,0.24,30,1,2,0.14,1
1317,"Vegetarian",11.1,"Yes",70409.399833521,4,0.24,68,1,2,0.62,22
1318,"None",27.5,"Yes",94507.4206042903,3,0.2,38,0,1,0.43,33
1319,"None",1.3,"No",89425.0885057436,1,0.15,75,0,3,0.88,75
1320,"None",34.4,"Yes",80041.5154306983,3,0.19,86,0,4,0.03,4
1321,"Peanut Allergy",29,"Yes",73225.091801775,4,0.23,93,0,2,0.72,51
1322,"Peanut Allergy",32.6,"Yes",78727.8945592863,4,0.24,79,0,3,0.63,21
1323,"None",0.6,"Yes",76219.6427930996,3,0.21,33,0,3,0.24,27
1324,"None",22,"Yes",81656.3885355925,3,0.2,30,0,2,0.53,10
1325,"None",6.7,"No",54305.898678925,3,0.17,69,0,2,0.97,33
1326,"None",44,"Yes",106051.238740317,3,0.21,43,0,1,0.62,11
1327,"None",34.9,"No",70397.7352150513,1,0.11,64,0,2,0.06,64
1328,"None",16.7,"No",78228.5236040152,2,0.09,85,0,2,0.51,50
1329,"None",40.2,"Yes",71902.2772420381,3,0.2,92,0,1,0.42,3
1330,"None",3.3,"No",58638.9146940956,2,0.03,54,0,6,0.44,16
1331,"None",8.8,"No",88873.3270261083,2,0.02,88,0,2,0.43,54
1332,"None",10.8,"No",102029.939330647,1,0.11,52,0,2,0.34,52
1333,"None",16.5,"Yes",67377.3319276675,3,0.19,36,0,3,0.1,31
1334,"None",4.6,"No",75714.487598035,2,0.07,28,1,0,0.24,3
1335,"None",11.4,"No",59811.2977069834,2,0.07,62,1,0,0.87,6
1336,"None",26.4,"No",84977.9950703142,2,0.05,55,0,1,0.98,17
1337,"None",10.5,"Yes",73778.4658035207,4,0.22,70,1,0,0.8,16
1338,"None",0.1,"No",91923.0626217454,3,0.16,74,1,1,0.67,16
1339,"None",20.3,"No",111428.664207155,1,0.14,56,0,3,0.86,56
1340,"None",23,"Yes",63519.236519957,3,0.2,29,1,2,0.2,24
1341,"None",5.1,"No",31047.027800304,2,0.05,60,1,1,0.64,26
